ab	0.015587160363793373
ace	0.02251001726835966
ady	0.0010444996878504753
af	0.7220322852954268
ak	1.3327226042747498e-06
als	0.2902206080034375
alt	0.027567130513489246
ami	0.0039946045726537704
am	0.03408636897802353
ang	0.011160768568515778
an	0.26704700849950314
arc	0.002297956496477127
ar	22.901041124016047
ary	0.06338172685354948
arz	12.407419761642814
ast	1.6271246252581477
as	0.16633912175893784
atj	0.0024298569187521935
avk	0.2634395333006978
av	0.0312593299895525
awa	0.0088312653824687
ay	0.014445844106376171
azb	1.7310889530926943
az	1.8374671367928386
ban	0.21611872781068087
bar	0.13799398578703403
ba	0.709239081479609
bcl	0.11352638807147741
be	2.472435067407787
bg	2.474035498686135
bh	0.058780964463949203
bi	0.0014977175742387772
bjn	0.033848502673208714
blk	0.019990703091025352
bm	0.001730998046696186
bn	2.265721903182566
bo	0.0667126402258873
bpy	0.1835224563255906
br	0.20612482260912657
bs	1.2382101835682988
bug	0.14535652194172144
bxr	0.02180148847401142
ca	7.906795218586922
cdo	0.04073741473257542
ceb	46.53313170839101
ce	7.100619092583656
chr	0.001986192539334297
ch	0.000509120523929596
chy	0.0006708689033985138
ckb	0.40903624426573515
co	0.020701415836811066
crh	0.09314401354640722
cr	3.767106682062149e-05
csb	0.011569525115191936
cs	6.042007098905742
cu	0.004068869166076183
cv	0.3122676583006978
cy	1.559023853391409
dag	0.08701370842754841
da	2.2793546821922064
de	28.91442271322012
din	0.000843648798763752
diq	0.25738999247550964
dsb	0.015347030013799667
dty	0.01891170535236597
dv	0.014750138856470585
dz	0.003220020793378353
ee	0.0017067259177565575
el	3.120406821370125
eml	0.07689335383474827
en	114.15633356012404
eo	2.3165847584605217
es	21.749776768498123
et	1.225095208734274
eu	3.3829136621207
ext	0.011613953858613968
fa	9.835013357922435
ff	0.004787543788552284
fi	4.187026199884713
fj	0.0013904599472880363
fo	0.05067629553377628
frp	0.01972819399088621
frr	0.06542067229747772
fr	38.66962790954858
